x,fx
0.0,0.0
0.09090909090909091,0.22946355662823886
0.18181818181818182,0.4400094193141446
0.2727272727272727,0.6147138455875937
0.36363636363636365,0.7395183750901588
0.4545454545454546,0.8043683615715514
0.5454545454545454,0.8040410004702944
0.6363636363636364,0.7385853841424699
0.7272727272727273,0.613335768011591
0.8181818181818182,0.43849694874863726
0.9090909090909092,0.2283310735427773
1.0,0.0
